shipment_id,warehouse_id,shipment_mode,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,delivery_status,order_id
9007,D,Ship,6,3,166,4,low,M,10,5783,On Time,528648
9008,F,Ship,3,5,245,4,low,M,8,5600,Delayed,535802
9009,A,Ship,6,2,130,5,low,M,3,5654,Delayed,493704
9010,B,Ship,3,5,204,4,low,M,6,4879,On Time,531382
9011,C,Ship,4,2,210,3,low,M,8,5672,On Time,516790
9012,F,Ship,3,5,264,4,medium,F,8,4324,Delayed,502419
9013,D,Ship,5,2,141,2,medium,F,1,4287,Delayed,568327
9014,F,Ship,3,5,162,3,medium,F,1,4432,Delayed,527950
9015,A,Ship,4,5,137,2,low,M,6,4055,On Time,568654
9016,B,Road,4,3,141,2,low,F,8,4331,Delayed,499173
9017,C,Road,6,3,127,3,medium,F,7,5574,On Time,493073
9018,F,Road,2,2,270,4,low,M,6,5585,Delayed,552232
9019,D,Road,3,4,185,4,medium,F,6,5322,Delayed,535654
9020,F,Road,4,1,241,3,low,M,6,5836,Delayed,553387
9021,A,Road,3,2,124,5,medium,M,10,5348,Delayed,565617
9022,B,Road,3,4,228,4,medium,M,6,4947,Delayed,514826
9023,C,Road,5,4,140,3,medium,M,4,4623,Delayed,571030
9024,F,Road,6,3,192,4,low,M,9,5239,On Time,535271
9025,D,Road,4,2,253,5,low,F,3,4676,On Time,533186
9026,F,Road,3,4,287,5,medium,F,9,5308,Delayed,500462
9027,A,Road,3,4,162,5,low,F,1,4240,On Time,516124
9028,B,Road,3,4,156,3,low,M,4,4628,Delayed,555275
9029,C,Road,4,3,187,4,low,M,4,4757,Delayed,C545839
9030,F,Road,6,3,171,3,low,F,1,4952,Delayed,566194
9031,D,Road,6,2,240,6,low,M,3,5967,On Time,539434
9032,F,Road,3,3,250,4,medium,M,1,4717,Delayed,513615
9033,A,Road,4,5,180,4,high,F,10,5176,On Time,509424
9034,B,Road,3,1,242,4,low,M,10,4809,On Time,527884
9035,C,Road,3,1,162,4,medium,F,4,5683,Delayed,527444
9036,F,Road,5,5,210,3,medium,M,8,5906,On Time,514391
9037,D,Road,4,1,189,2,medium,M,4,4122,Delayed,541370
9038,F,Flight,4,5,187,2,low,M,6,4316,On Time,546648
9039,A,Flight,4,1,179,2,medium,F,7,4605,Delayed,567507
9040,B,Flight,2,1,199,2,low,F,10,5345,Delayed,C570221
9041,C,Flight,5,1,158,4,medium,F,4,5687,On Time,564974
9042,F,Flight,3,4,181,3,low,M,10,5276,On Time,507689
9043,D,Flight,3,5,238,2,low,F,8,5769,Delayed,528922
9044,F,Flight,5,5,225,4,high,F,3,5274,On Time,513594
9045,A,Flight,5,1,172,2,medium,F,3,4892,Delayed,520098
9046,B,Flight,4,2,199,3,low,M,4,4070,Delayed,580050
9047,C,Flight,4,4,248,3,high,F,10,4532,Delayed,509766
9048,F,Flight,3,2,226,3,low,F,5,5484,Delayed,562553
9049,D,Flight,4,1,177,3,medium,F,6,5215,Delayed,554366
9050,F,Flight,3,4,238,2,low,M,5,4349,On Time,548160
9051,A,Flight,4,5,161,3,low,F,5,4732,Delayed,547387
9052,B,Flight,2,1,271,3,low,M,1,4537,Delayed,572771
9053,C,Flight,5,2,254,3,medium,F,8,5892,On Time,546027
9054,F,Flight,4,2,238,2,low,M,1,5229,Delayed,552180
9055,D,Flight,5,5,169,3,medium,M,2,5942,On Time,521390
9056,F,Flight,3,3,168,2,high,M,10,5334,On Time,539480
9057,A,Flight,2,5,243,3,high,M,7,4486,Delayed,550210
9058,B,Flight,4,5,195,3,medium,M,7,4835,Delayed,504114
9059,C,Flight,3,2,227,3,high,M,5,4167,On Time,570871
9060,F,Ship,3,2,199,3,medium,F,10,5768,On Time,562878
9061,D,Ship,3,2,160,3,low,F,7,4468,Delayed,517471
9062,F,Ship,2,2,160,6,medium,F,9,4972,On Time,525065
9063,A,Ship,4,4,251,4,low,F,10,5984,Delayed,576864
9064,B,Ship,6,2,225,4,low,M,6,5787,On Time,571123
9065,C,Ship,4,3,260,4,low,F,5,5307,Delayed,490063
9066,F,Ship,4,2,263,3,medium,M,4,4935,On Time,515421
9067,D,Ship,5,5,196,3,medium,M,7,4084,On Time,559552
9068,F,Ship,4,2,184,2,medium,F,10,5959,Delayed,560996
9069,A,Ship,5,5,231,2,medium,F,6,5862,Delayed,499029
9070,B,Ship,3,1,153,2,low,M,7,5292,On Time,570388
9071,C,Ship,3,1,173,2,low,F,7,4684,Delayed,505504
9072,F,Ship,3,1,159,3,low,F,3,5044,Delayed,574698
9073,D,Ship,5,4,137,2,low,M,7,5338,On Time,560260
9074,F,Ship,3,1,249,2,medium,M,9,5987,On Time,536592
9075,A,Ship,3,5,247,3,medium,M,10,4286,On Time,557896
9076,B,Ship,3,2,205,3,high,M,3,4563,On Time,505373
9077,C,Ship,3,2,209,3,medium,M,5,4999,Delayed,516609
9078,F,Ship,3,2,247,2,high,M,1,4242,Delayed,569494
9079,D,Ship,4,3,225,2,medium,F,2,4169,On Time,541213
9080,F,Ship,3,5,150,10,low,M,2,5042,Delayed,511852
9081,A,Ship,5,2,210,7,medium,F,4,4525,On Time,510119
9082,B,Ship,3,2,247,2,low,F,2,4677,Delayed,541584
9083,C,Ship,5,5,167,3,medium,M,9,4319,On Time,537840
9084,F,Ship,4,5,233,3,medium,F,7,5604,On Time,528896
9085,D,Ship,2,5,204,10,low,F,1,4709,Delayed,581334
9086,F,Ship,5,5,140,8,medium,M,2,4793,On Time,515012
9087,A,Ship,6,3,218,6,high,M,8,5879,Delayed,540506
9088,B,Ship,3,3,250,3,low,M,9,4993,Delayed,571944
9089,C,Ship,3,4,225,4,low,M,10,4460,On Time,581439
9090,F,Ship,7,1,308,4,medium,F,2,1504,Delayed,526761
9091,D,Ship,6,5,256,4,low,F,2,1163,Delayed,565675
9092,F,Ship,4,3,251,5,medium,M,2,1482,Delayed,519622
9093,A,Ship,5,3,270,5,medium,F,8,1862,Delayed,575875
9094,B,Ship,6,5,289,4,low,M,5,1600,On Time,578353
9095,C,Ship,6,3,253,4,medium,F,9,1823,Delayed,527924
9096,F,Ship,7,2,305,4,medium,M,7,1813,Delayed,562955
9097,D,Ship,3,3,219,6,low,M,10,1116,Delayed,552769
9098,F,Ship,4,2,231,5,medium,M,8,1562,Delayed,533528
9099,A,Ship,6,5,298,4,medium,F,5,1804,Delayed,C499251
9100,B,Ship,6,5,282,4,low,M,5,1364,On Time,577520
9101,C,Ship,5,1,240,5,low,M,2,1400,On Time,489654
9102,F,Ship,5,3,223,5,medium,M,4,1817,Delayed,532438
9103,D,Ship,4,4,226,5,low,M,1,1761,Delayed,573377
9104,F,Ship,5,3,253,5,low,M,6,1028,Delayed,505509
9105,A,Ship,6,4,249,4,low,M,10,1318,Delayed,548162
9106,B,Ship,6,5,294,4,medium,M,10,1628,On Time,509411
9107,C,Ship,4,4,263,3,medium,F,8,5475,Delayed,548198
9108,F,Ship,5,2,196,3,medium,M,4,4868,On Time,561105
9109,D,Ship,4,5,184,2,medium,F,2,4429,Delayed,553014
9110,F,Ship,5,4,231,2,medium,F,7,5491,On Time,492816
9111,A,Ship,3,1,153,2,low,M,6,4996,Delayed,510745
9112,B,Ship,3,2,173,2,low,F,8,5492,Delayed,492708
9113,C,Ship,3,1,159,3,low,M,10,4358,On Time,566446
9114,F,Ship,5,4,137,2,low,F,2,4077,On Time,499377
9115,D,Ship,3,1,249,2,medium,F,1,5190,On Time,573345
9116,F,Ship,3,4,247,3,medium,M,9,5383,Delayed,545343
9117,A,Ship,3,3,205,3,high,M,1,5851,On Time,539079
9118,B,Ship,3,3,209,3,medium,F,5,5831,Delayed,568949
9119,C,Ship,3,3,247,2,high,F,8,4593,On Time,561648
9120,F,Ship,4,1,225,2,medium,M,5,5714,On Time,550032
9121,D,Ship,3,2,150,10,low,F,6,5580,Delayed,551004
9122,F,Ship,5,3,210,7,medium,F,4,4362,Delayed,546392
9123,A,Ship,3,1,247,2,low,M,7,5557,Delayed,562420
9124,B,Ship,5,5,167,3,medium,M,1,4314,Delayed,C492667
9125,C,Ship,4,5,233,3,medium,F,2,4501,Delayed,513336
9126,F,Ship,2,4,204,10,low,F,4,4679,On Time,538369
9127,D,Ship,5,1,140,8,medium,M,7,5437,Delayed,510544
9128,F,Ship,6,3,218,6,high,F,5,4352,On Time,577504
9129,A,Ship,3,1,250,3,low,F,7,4760,Delayed,568047
9130,B,Ship,3,1,225,4,low,F,10,4080,On Time,490393
9131,C,Ship,7,5,308,4,medium,M,6,1165,Delayed,541423
9132,F,Ship,6,3,256,4,low,F,9,1212,On Time,545933
9133,D,Ship,4,5,251,5,medium,F,7,1381,Delayed,552004
9134,F,Ship,5,1,270,5,medium,M,10,1397,Delayed,556080
9135,A,Ship,6,1,289,4,low,M,3,1181,On Time,489640
9136,B,Ship,6,5,253,4,medium,M,8,1899,On Time,568057
9137,C,Ship,7,3,305,4,medium,F,6,1167,Delayed,564052
9138,F,Ship,3,5,219,6,low,M,1,1394,Delayed,496200
9139,D,Ship,4,1,231,5,medium,M,6,1231,Delayed,548194
9140,F,Ship,6,5,298,4,medium,F,8,1759,On Time,578041
9141,A,Ship,6,1,282,4,low,M,7,1758,Delayed,546871
9142,B,Ship,5,3,240,5,low,M,6,1489,Delayed,502794
9143,C,Ship,5,5,223,5,medium,M,8,1132,Delayed,496611
9144,F,Ship,5,2,140,5,medium,M,2,1521,Delayed,541424
9145,D,Ship,5,3,268,5,medium,M,5,1365,Delayed,502825
9146,F,Ship,6,3,279,4,low,M,7,1090,On Time,566231
9147,A,Ship,4,3,225,5,medium,F,6,1573,Delayed,498517
9148,B,Ship,6,3,296,4,medium,M,7,1515,Delayed,545897
9149,C,Ship,5,5,162,4,low,M,8,1311,Delayed,537642
9150,F,Ship,6,5,255,4,low,F,2,1218,On Time,568192
9151,D,Ship,7,5,255,4,low,F,9,1367,Delayed,533547
9152,F,Ship,6,2,286,4,medium,M,6,1556,On Time,569374
9153,A,Road,7,2,267,4,medium,M,8,1285,Delayed,534786
9154,B,Road,5,1,226,6,low,M,5,1078,Delayed,573585
9155,C,Road,6,5,285,4,medium,F,5,1631,On Time,558904
9156,F,Road,6,3,276,4,low,F,5,1637,On Time,490745
9157,D,Road,6,2,257,4,low,F,5,1565,On Time,535783
9158,F,Road,6,4,287,4,medium,F,10,1811,On Time,564657
9159,A,Road,6,1,283,5,low,F,10,1304,On Time,489597
9160,B,Road,6,3,309,4,medium,M,2,1270,On Time,570693
9161,C,Road,4,3,274,5,low,F,3,1637,On Time,534141
9162,F,Road,7,4,244,4,medium,F,4,1953,On Time,545227
9163,D,Road,5,3,222,6,low,M,9,1656,Delayed,505513
9164,F,Road,6,1,264,4,low,M,5,1900,Delayed,556768
9165,A,Road,4,2,232,5,medium,M,3,1197,Delayed,559552
9166,B,Road,5,2,227,6,medium,F,6,1620,Delayed,499220
9167,C,Road,6,4,294,3,medium,M,7,1455,Delayed,540816
9168,F,Road,6,4,260,4,low,F,1,1883,Delayed,520707
9169,D,Road,4,3,260,5,low,F,8,1756,Delayed,510197
9170,F,Road,6,1,277,5,low,F,2,1190,On Time,517628
9171,A,Road,5,3,257,5,low,F,7,1451,On Time,559163
9172,B,Road,5,5,271,6,low,M,6,1450,On Time,499980
9173,C,Road,6,1,308,4,low,F,7,1260,On Time,540995
9174,F,Road,7,2,281,4,medium,F,2,1291,Delayed,528868
9175,D,Flight,5,4,307,5,low,M,8,1903,Delayed,535658
9176,F,Flight,5,3,224,5,medium,M,9,1643,On Time,571409
9177,A,Flight,5,5,233,6,medium,F,4,1924,On Time,569218
9178,B,Flight,3,4,179,2,medium,M,5,1340,Delayed,496482
9179,C,Flight,4,3,267,5,medium,F,9,1538,Delayed,563549
9180,F,Flight,5,3,218,6,low,F,6,1519,On Time,572047
9181,D,Flight,7,3,302,4,medium,F,7,1915,Delayed,573020
9182,F,Flight,7,3,247,4,medium,M,5,1060,Delayed,553702
9183,A,Flight,6,3,266,4,medium,F,8,1547,Delayed,580600
9184,B,Flight,5,1,247,5,low,M,10,1562,On Time,553206
9185,C,Flight,4,3,219,5,low,F,8,1702,On Time,573996
9186,F,Flight,7,1,287,4,medium,M,9,1150,On Time,571913
9187,D,Flight,6,3,297,5,low,F,5,1657,Delayed,580360
9188,F,Flight,5,5,273,5,medium,M,4,1597,On Time,552563
9189,A,Flight,5,5,219,5,low,M,6,1234,Delayed,522817
9190,B,Flight,5,1,232,5,medium,F,7,1069,On Time,535407
9191,C,Flight,4,4,264,5,low,M,3,1782,Delayed,504140
9192,F,Flight,6,3,266,4,low,F,9,1106,On Time,540242
9193,D,Flight,7,1,280,5,low,M,10,1199,On Time,572298
9194,F,Flight,7,4,264,4,medium,M,6,1265,Delayed,490331
9195,A,Flight,4,2,258,5,low,F,8,1878,Delayed,520041
9196,B,Flight,5,1,236,5,low,M,8,1441,Delayed,496017
9197,C,Ship,5,5,262,5,low,M,2,1304,Delayed,579885
9198,F,Ship,5,3,255,6,medium,F,1,5874,Delayed,508972
9199,D,Ship,4,4,267,4,low,F,8,5219,On Time,509389
9200,F,Ship,4,1,240,4,low,M,10,5965,On Time,549546
9201,A,Ship,4,2,215,2,high,F,10,4061,On Time,519666
9202,B,Ship,5,5,252,5,low,M,9,4135,Delayed,537795
9203,C,Ship,4,5,136,2,medium,M,4,5512,Delayed,569254
9204,F,Ship,3,4,225,4,medium,F,9,5575,Delayed,C581117
9205,D,Ship,3,3,187,6,low,F,2,4549,Delayed,537434
9206,F,Ship,4,4,144,3,low,M,6,4137,On Time,519738
9207,A,Ship,3,2,226,2,low,M,10,4254,Delayed,574747
9208,B,Ship,5,2,229,3,low,F,3,4916,Delayed,517549
9209,C,Ship,3,3,255,3,low,M,4,4628,On Time,574481
9210,F,Ship,5,3,227,5,medium,F,9,4990,Delayed,C504168
9211,D,Ship,5,1,248,3,medium,M,6,5081,On Time,C557224
9212,F,Ship,3,2,151,2,low,F,3,4759,Delayed,570208
9213,A,Ship,4,5,188,3,medium,M,8,4125,Delayed,502820
9214,B,Ship,4,2,160,2,medium,M,3,4304,On Time,536613
9215,C,Ship,4,2,156,3,low,F,1,5361,Delayed,580160
9216,F,Ship,3,4,162,3,medium,M,7,5313,Delayed,559052
9217,D,Ship,4,4,270,3,low,F,4,5888,Delayed,548655
9218,F,Ship,4,5,200,4,medium,F,2,4947,Delayed,509429
9219,A,Ship,3,3,224,4,medium,M,10,4147,Delayed,562580
9220,B,Ship,4,4,146,4,medium,M,7,4953,On Time,570010
9221,C,Ship,5,3,156,3,low,F,6,5231,On Time,491660
9222,F,Ship,4,3,235,3,medium,F,4,5748,On Time,568782
9223,D,Ship,4,1,231,3,medium,M,5,4118,On Time,557262
9224,F,Ship,4,5,141,2,low,F,10,5907,On Time,575140
9225,A,Ship,3,1,178,4,medium,M,9,5727,On Time,497353
9226,B,Ship,5,4,244,6,high,F,3,4089,Delayed,536412
9227,C,Ship,4,2,247,2,medium,M,7,4955,On Time,567369
9228,F,Ship,3,1,132,3,medium,F,5,5978,Delayed,526713
9229,D,Ship,4,5,190,3,medium,M,6,4671,On Time,519946
9230,F,Ship,3,2,113,5,medium,M,1,5993,Delayed,550987
9231,A,Ship,5,5,253,2,high,F,3,4851,Delayed,533136
9232,B,Ship,4,3,235,3,medium,F,4,4739,Delayed,570855
9233,C,Ship,3,3,264,2,low,M,6,4102,Delayed,566319
9234,F,Ship,3,5,286,6,medium,M,3,4424,Delayed,531727
9235,D,Ship,4,3,141,3,medium,F,3,4249,Delayed,513292
9236,F,Ship,4,2,243,3,low,M,3,5703,Delayed,530785
9237,A,Ship,5,4,209,4,low,F,10,5461,Delayed,533005
9238,B,Ship,4,4,246,2,medium,F,2,4633,On Time,552803
9239,C,Ship,4,3,257,3,medium,M,1,5717,On Time,503976
9240,F,Ship,4,2,217,2,medium,F,8,4907,On Time,525456
9241,D,Ship,4,4,246,3,low,M,9,5041,Delayed,556102
9242,F,Ship,4,4,166,6,low,F,6,4100,On Time,515510
9243,A,Ship,3,3,183,2,low,F,3,5189,Delayed,537154
9244,B,Ship,4,5,136,2,medium,M,4,5923,On Time,511300
9245,C,Ship,4,1,224,2,low,M,10,4653,On Time,507372
9246,F,Ship,4,3,174,3,medium,M,2,4069,On Time,571913
9247,D,Ship,4,5,209,3,medium,F,4,4809,Delayed,500259
9248,F,Ship,4,3,256,2,medium,F,3,4679,On Time,542791
9249,A,Ship,4,2,231,4,medium,M,9,5194,Delayed,571058
9250,B,Ship,2,1,228,2,low,F,2,5435,Delayed,530165
9251,C,Ship,4,2,198,3,medium,M,10,5487,On Time,579673
9252,F,Ship,5,5,223,3,medium,F,3,4382,Delayed,510417
9253,D,Ship,3,4,257,4,medium,F,8,4780,Delayed,510796
9254,F,Ship,4,4,265,3,low,M,10,4741,Delayed,557975
9255,A,Ship,3,3,258,3,medium,F,7,4068,On Time,572295
9256,B,Ship,3,2,272,3,low,M,7,5657,On Time,560253
9257,C,Ship,5,3,273,4,medium,M,1,5119,Delayed,549524
9258,F,Ship,3,5,287,5,high,M,1,5263,On Time,560434
9259,D,Ship,5,1,176,4,low,F,1,4270,On Time,499422
9260,F,Ship,5,4,136,3,medium,M,4,5413,Delayed,500503
9261,A,Ship,3,5,204,2,low,F,1,4025,On Time,555340
9262,B,Ship,4,3,213,3,medium,M,2,5432,On Time,527420
9263,C,Ship,3,3,160,3,low,M,1,4769,Delayed,495070
9264,F,Ship,3,5,148,2,medium,F,9,5095,On Time,564841
9265,D,Ship,4,3,255,4,medium,F,10,4740,Delayed,565919
9266,F,Ship,3,3,212,3,medium,M,10,5724,On Time,547690
9267,A,Ship,3,3,217,3,medium,M,10,5439,Delayed,530426
9268,B,Ship,4,2,145,3,medium,F,7,5823,Delayed,558200
9269,C,Ship,3,1,170,3,high,F,6,5750,Delayed,502586
9270,F,Ship,3,2,244,3,high,F,5,5781,On Time,561625
9271,D,Ship,3,1,151,4,medium,M,2,5016,Delayed,524105
9272,F,Ship,4,1,202,3,low,M,10,4454,Delayed,540834
9273,A,Ship,4,1,195,3,medium,M,2,4682,Delayed,541104
9274,B,Ship,3,3,150,3,medium,M,9,5852,Delayed,553381
9275,C,Ship,4,3,225,2,medium,F,10,5523,On Time,495574
9276,F,Ship,4,5,142,4,medium,F,6,5027,Delayed,494875
9277,D,Ship,3,3,262,4,low,M,5,4782,Delayed,574704
9278,F,Ship,3,1,251,6,medium,M,10,4912,Delayed,495360
9279,A,Ship,5,5,221,2,medium,M,10,4255,On Time,560248
9280,B,Ship,3,2,202,2,medium,F,7,5328,Delayed,509452
9281,C,Ship,4,3,216,4,medium,M,3,4750,Delayed,554375
9282,F,Ship,4,2,239,3,low,F,4,5916,Delayed,506082
9283,D,Ship,2,3,192,3,low,M,4,5524,Delayed,491736
9284,F,Ship,3,4,185,2,medium,M,5,4574,Delayed,494243
9285,A,Ship,5,4,235,3,low,M,3,4411,On Time,526239
9286,B,Ship,3,2,253,2,low,M,8,5608,Delayed,512426
9287,C,Ship,3,4,180,3,low,M,2,5659,On Time,544472
9288,F,Ship,3,5,150,2,medium,M,10,5187,Delayed,562313
9289,D,Ship,4,2,168,6,medium,F,9,4030,Delayed,506451
9290,F,Road,5,4,274,3,medium,F,1,4030,Delayed,556681
9291,A,Road,3,2,179,3,medium,M,9,5224,On Time,516116
9292,B,Road,6,1,237,5,medium,M,3,5299,On Time,522385
9293,C,Road,3,4,160,3,low,M,10,4602,Delayed,491736
9294,F,Road,4,1,225,2,low,M,4,4102,Delayed,538071
9295,D,Road,4,2,217,2,low,M,4,5539,Delayed,541844
9296,F,Road,3,5,263,3,medium,M,1,4645,Delayed,509184
9297,A,Road,4,4,128,6,medium,F,3,5459,Delayed,526761
9298,B,Road,3,3,167,3,low,F,8,4420,Delayed,565453
9299,C,Road,3,2,221,2,low,F,10,4312,Delayed,579100
9300,F,Road,3,3,173,2,low,M,5,4703,Delayed,563522
9301,D,Road,4,2,149,6,low,F,6,4904,Delayed,558709
9302,F,Road,3,5,234,2,medium,F,8,5241,On Time,575930
9303,A,Road,3,3,237,3,medium,M,6,4918,Delayed,542662
9304,B,Road,2,4,269,4,low,M,2,4267,On Time,544065
9305,C,Road,3,5,182,3,high,M,5,4183,On Time,574893
9306,F,Road,6,3,199,4,medium,F,1,5204,Delayed,534238
9307,D,Road,4,1,264,4,low,F,6,4863,Delayed,561952
9308,F,Road,6,5,167,3,low,F,2,5761,On Time,535571
9309,A,Road,4,4,155,3,medium,F,6,5778,On Time,524153
9310,B,Road,5,1,274,2,high,F,8,4647,On Time,490048
9311,C,Road,4,1,213,5,low,M,10,5492,Delayed,514728
9312,F,Flight,3,2,204,2,high,M,8,4562,On Time,568210
9313,D,Flight,5,2,259,2,medium,M,7,4764,Delayed,572229
9314,F,Flight,3,1,174,3,medium,F,2,4972,Delayed,578305
9315,A,Flight,3,1,230,2,low,F,4,4387,On Time,537666
9316,B,Flight,5,4,260,4,low,M,4,5911,On Time,494108
9317,C,Flight,4,5,176,2,low,F,1,4155,Delayed,494634
9318,F,Flight,5,2,217,2,medium,F,6,4120,On Time,531439
9319,D,Flight,4,2,219,3,low,F,9,5703,Delayed,530568
9320,F,Flight,4,1,189,3,medium,M,5,4133,Delayed,579399
9321,A,Flight,4,1,252,4,low,F,7,5459,On Time,516891
9322,B,Flight,3,2,189,3,medium,F,2,4152,On Time,541005
9323,C,Flight,5,2,159,3,low,M,5,4930,Delayed,561463
9324,F,Flight,4,2,262,3,low,M,6,5381,Delayed,547964
9325,D,Flight,6,1,191,5,low,M,8,5156,On Time,539246
9326,F,Flight,4,1,271,4,medium,F,2,4133,On Time,545060
9327,A,Flight,4,5,196,5,low,F,2,5840,Delayed,567912
9328,B,Flight,4,3,261,6,low,F,6,5068,Delayed,512411
9329,C,Flight,4,5,233,6,medium,M,1,5284,Delayed,503342
9330,F,Flight,5,4,235,4,low,M,5,4506,Delayed,514293
9331,D,Flight,3,2,154,3,low,F,8,5149,On Time,501443
9332,F,Flight,4,5,167,4,low,M,3,4658,Delayed,543448
9333,A,Flight,6,4,144,4,low,F,5,4631,Delayed,502595
9334,B,Ship,5,3,194,4,low,M,9,5851,Delayed,490673
9335,C,Ship,5,4,242,4,medium,F,5,5375,Delayed,550274
9336,F,Ship,3,3,144,3,medium,M,8,5727,Delayed,564050
9337,D,Ship,5,4,157,7,medium,F,9,4272,Delayed,536012
9338,F,Ship,4,3,184,7,medium,M,5,5920,On Time,497591
9339,A,Ship,5,1,151,3,medium,M,2,4172,On Time,571255
9340,B,Ship,4,1,175,3,medium,M,2,5861,Delayed,524976
9341,C,Ship,3,2,177,3,low,F,5,5941,Delayed,512564
9342,F,Ship,6,1,141,3,low,F,2,5144,Delayed,527174
9343,D,Ship,4,2,210,3,low,M,5,4746,Delayed,549424
9344,F,Ship,2,4,224,2,low,M,8,4754,Delayed,570837
9345,A,Ship,4,1,253,3,medium,F,9,5502,On Time,571328
9346,B,Ship,4,1,157,2,medium,F,7,4690,On Time,541137
9347,C,Ship,3,2,172,3,medium,F,8,4982,On Time,505858
9348,F,Ship,3,5,193,10,high,M,6,5247,On Time,530323
9349,D,Ship,6,2,255,4,low,M,9,1157,Delayed,498133
9350,F,Ship,7,5,255,4,low,F,2,1826,On Time,544434
9351,A,Ship,6,4,286,4,medium,F,1,1570,Delayed,581219
9352,B,Ship,7,1,267,4,medium,M,9,1261,On Time,571562
9353,C,Ship,5,4,226,6,low,F,3,1223,On Time,523448
9354,F,Ship,6,3,285,4,medium,F,1,1606,Delayed,557322
9355,D,Ship,6,4,276,4,low,M,4,1662,On Time,527961
9356,F,Ship,6,4,257,4,low,F,4,1451,Delayed,579002
9357,A,Ship,6,4,287,4,medium,M,7,1141,On Time,561912
9358,B,Ship,6,1,283,5,low,F,9,1311,On Time,539038
9359,C,Ship,6,1,309,4,medium,F,10,1904,On Time,492434
9360,F,Ship,4,5,274,5,low,M,7,1225,Delayed,496915
9361,D,Ship,7,2,244,4,medium,F,8,1477,On Time,491971
9362,F,Ship,5,4,222,6,low,F,9,1003,Delayed,516447
9363,A,Ship,6,1,264,4,low,M,9,1243,Delayed,523638
9364,B,Ship,4,1,232,5,medium,F,7,1899,On Time,497341
9365,C,Ship,5,1,217,2,medium,F,10,4264,Delayed,511611
9366,F,Ship,4,5,219,3,low,F,1,5221,Delayed,520500
9367,D,Ship,4,3,189,3,medium,F,4,5613,On Time,517513
9368,F,Ship,4,2,252,4,low,M,1,4705,On Time,580287
9369,A,Ship,3,3,189,3,medium,F,1,5896,On Time,497512
9370,B,Ship,5,3,159,3,low,M,7,5462,On Time,547250
9371,C,Ship,4,3,262,3,low,F,3,4176,Delayed,541932
9372,F,Ship,6,2,191,5,low,M,1,4314,Delayed,496595
9373,D,Ship,4,5,271,4,medium,M,9,5057,Delayed,576329
9374,F,Ship,4,2,196,5,low,M,5,4994,Delayed,569556
9375,A,Ship,4,1,261,6,low,F,6,5861,Delayed,580721
9376,B,Ship,4,1,233,6,medium,F,2,5406,Delayed,489604
9377,C,Ship,5,4,235,4,low,M,10,4880,Delayed,530339
9378,F,Ship,3,1,154,3,low,M,5,4720,On Time,571442
9379,D,Ship,4,4,167,4,low,M,2,5908,On Time,564654
9380,F,Ship,6,1,144,4,low,F,5,5121,Delayed,561324
9381,A,Ship,5,2,194,4,low,M,8,5650,On Time,574673
9382,B,Ship,5,3,242,4,medium,F,8,4410,On Time,540644
9383,C,Ship,3,5,144,3,medium,F,9,5912,Delayed,557745
9384,F,Ship,5,4,157,7,medium,M,3,4723,Delayed,532369
9385,D,Ship,4,1,184,7,medium,F,6,4956,Delayed,538078
9386,F,Ship,5,1,151,3,medium,F,9,5667,Delayed,522820
9387,A,Ship,4,4,175,3,medium,M,2,4004,Delayed,566781
9388,B,Ship,3,2,177,3,low,F,9,5427,Delayed,520411
9389,C,Ship,6,3,141,3,low,M,7,5222,On Time,528470
9390,F,Ship,4,2,210,3,low,F,9,4102,On Time,571850
9391,D,Ship,2,3,224,2,low,F,5,5050,Delayed,558814
9392,F,Ship,4,4,253,3,medium,F,4,5236,Delayed,551656
9393,A,Ship,4,5,157,2,medium,F,1,5054,Delayed,571508
9394,B,Ship,3,1,172,3,medium,M,5,5696,On Time,C568694
9395,C,Ship,3,1,193,10,high,F,1,4459,Delayed,565235
9396,F,Ship,6,3,255,4,low,M,6,1654,On Time,571216
9397,D,Ship,7,5,255,4,low,M,7,1104,Delayed,504244
9398,F,Ship,6,4,286,4,medium,F,1,1539,On Time,569651
9399,A,Ship,7,3,267,4,medium,F,10,1548,Delayed,564840
9400,B,Ship,5,4,226,6,low,M,1,1327,Delayed,542788
9401,C,Ship,6,4,285,4,medium,M,4,1244,On Time,568949
9402,F,Ship,6,3,276,4,low,F,8,1754,On Time,512827
9403,D,Ship,6,3,257,4,low,F,2,1694,Delayed,566849
9404,F,Ship,6,1,287,4,medium,M,5,1791,On Time,576830
9405,A,Ship,6,1,283,5,low,F,5,1298,Delayed,533355
9406,B,Ship,6,2,309,4,medium,F,8,1930,Delayed,531672
9407,C,Ship,4,1,274,5,low,F,5,1581,On Time,541846
9408,F,Ship,7,3,244,4,medium,M,10,1629,Delayed,495936
9409,D,Ship,5,5,222,6,low,M,1,1962,Delayed,537643
9410,F,Ship,7,1,264,4,medium,F,5,1238,Delayed,565835
9411,A,Ship,4,4,258,5,low,M,7,1261,On Time,524841
9412,B,Ship,5,5,236,5,low,F,7,1137,Delayed,530140
9413,C,Ship,6,3,304,4,low,F,9,1401,Delayed,581378
9414,F,Ship,6,3,244,5,medium,F,5,1092,Delayed,513328
9415,D,Ship,7,1,301,4,low,M,10,1869,Delayed,537666
9416,F,Ship,4,4,275,5,medium,M,5,1117,Delayed,490694
